Metadata_Plate,Metadata_Well,Metadata_split,Metadata_Batch,Metadata_Perturbation,Metadata_Cell_type,Metadata_Time,Metadata_broad_sample,Metadata_control_type,Metadata_solvent,Metadata_pert_iname,Metadata_target,Metadata_target_list,Metadata_moa_list,Metadata_purity,Metadata_pert_type,Metadata_pubchem_cid,Metadata_smiles
BR00117011,B21,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K09787262-001-02-7,trt,DMSO,TCN201,GRIN2A,GRIN2A,glutamate receptor antagonist,98.3,trt,4787937.0,Fc1ccc(cc1Cl)S(=O)(=O)NCc1ccc(cc1)C(=O)NNC(=O)c1ccccc1
BR00117011,B22,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K56810756-003-07-7,trt,DMSO,fomepizole,ADH1C,ADH1A|ADH1B|ADH1C|AKR1A1|CAT,alcohol dehydrogenase inhibitor,96.3,trt,3406.0,Cc1cn[nH]c1
BR00117011,B23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K87158025-003-08-7,trt,DMSO,benzamil,SCNN1G,ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,sodium channel blocker,97.0,trt,108107.0,NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N
BR00117011,B24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A18992208-003-02-7,trt,DMSO,lercanidipine,CACNG1,CACNA2D1|CACNG1,calcium channel blocker,96.6,trt,65866.0,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(c1ccccc1)c1ccccc1
BR00117011,C01,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A54139254-001-09-2,trt,DMSO,4-CMTB,FFAR2,FFAR2,free fatty acid receptor agonist,94.0,trt,4307629.0,CC(C)C(C(=O)Nc1nccs1)c1ccc(Cl)cc1
BR00117011,C02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K44432556-001-05-5,trt,DMSO,ML-228,HIF1A,HIF1A,hypoxia inducible factor activator,0.0,trt,46742353.0,C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1
BR00117011,C03,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K36740062-001-06-6,trt,DMSO,GSK1070916,CYP3A4,AURKA|AURKB|AURKC|CYP2D6|CYP3A4,Aurora kinase inhibitor,94.6,trt,46885626.0,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1
BR00117011,C05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K27539181-001-08-5,trt,DMSO,ML-193,GPR55,GPR55,G protein-coupled receptor antagonist,97.0,trt,1261822.0,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3ccccn3)cc2)c1C
BR00117011,C06,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C07,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K51265828-001-01-0,trt,DMSO,M-25,DHH,DHH|IHH|SMO,smoothened receptor antagonist,98.7,trt,44250034.0,CCCC(CCC)C(=O)NCc1ccc2n(ncc2c1)-c1ccccc1OC
BR00117011,C08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K51899933-001-02-6,trt,DMSO,azeliragon,AGER,AGER,RAGE receptor antagonist,82.6,trt,11180124.0,CCCCc1nc(cn1-c1ccc(Oc2ccc(Cl)cc2)cc1)-c1ccc(OCCCN(CC)CC)cc1
BR00117011,C09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K23363278-001-02-1,trt,DMSO,CYT-997,TUBB,TUBB,tubulin polymerization inhibitor,95.5,control,11351021.0,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1
BR00117011,C10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K90497590-001-05-9,trt,DMSO,AR-12,PDPK1,PDPK1,phosphoinositide dependent kinase inhibitor,93.8,trt,10027278.0,NCC(=O)Nc1ccc(cc1)-n1nc(cc1-c1ccc2c(ccc3ccccc23)c1)C(F)(F)F
BR00117011,C11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K69877120-001-01-7,trt,DMSO,CYM-50260,S1PR4,S1PR4,sphingosine 1 phosphate receptor agonist,92.0,trt,44620894.0,FCc1ccc(OCCOc2ccc(Cl)cc2Cl)c(Cl)n1
BR00117011,C12,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K90747162-001-01-4,trt,DMSO,KG-5,FLT3,BRAF|FLT3|KIT|PDGFRB,RAF inhibitor,97.6,control,53328059.0,CSc1nc(N)cc(Oc2ccc(cc2)-c2nnc(Nc3cccc(c3)C(F)(F)F)[nH]2)n1
BR00117011,C14,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K81405859-300-01-4,trt,DMSO,JTE-607,TNF,IL10|IL1B|IL6|TNF,cytokine production inhibitor,94.7,trt,9938545.0,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(OCCN2CCN(C)CC2)c(Cl)c1O
BR00117011,C15,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K51662849-001-05-4,trt,DMSO,ilomastat,MMP2,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,matrix metalloprotease inhibitor,73.8,trt,132519.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO
BR00117011,C17,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A65597028-003-08-1,trt,DMSO,RX-821002,ADRA2B,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,adrenergic receptor antagonist,90.9,trt,108094.0,COC1(COc2ccccc2O1)C1=NCCN1
BR00117011,C18,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K24282351-001-01-4,trt,DMSO,TUG-891,FFAR4,FFAR4,free fatty acid receptor agonist,98.2,trt,57522038.0,Cc1ccc(cc1)-c1ccc(F)cc1COc1ccc(CCC(O)=O)cc1
BR00117011,C20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K44227013-001-08-0,trt,DMSO,ponatinib,LYN,ABL1|BCR|FGFR1|FGFR2|FGFR3|FGFR4|FLT3|KDR|KIT|LCK|LYN|PDGFRA|RET|SRC|TEK,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,93.4,trt,24826799.0,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1
BR00117011,C21,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,C22,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K01824976-300-02-9,trt,DMSO,puromycin,RPL23A,SNU13|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1,protein synthesis inhibitor,90.9,trt,5702164.0,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1
BR00117011,C23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K50495309-001-02-0,trt,DMSO,SRC-kinase-inhibitor-I,CSK,CSK|LCK|RIPK2,src inhibitor,97.0,trt,1474853.0,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC
BR00117011,C24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K59058747-001-19-1,trt,DMSO,acetylcysteine,SLC7A11,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11,mucolytic agent,0.0,trt,12035.0,CC(=O)N[C@@H](CS)C(O)=O
BR00117011,D01,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K62949423-001-03-1,trt,DMSO,NSC-625987,CDK4,CDK2|CDK4,CDK inhibitor,14.1,trt,3004085.0,COc1ccc(OC)c2c1[nH]c1ccccc1c2=S
BR00117011,D02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K22482860-001-20-6,trt,DMSO,dalfampridine,KCNH7,KCNA1|KCNA10|KCNA2|KCNA3|KCNA4|KCNA5|KCNA6|KCNA7|KCNB1|KCNB2|KCNC1|KCNC2|KCNC3|KCNC4|KCND1|KCND2|KCND3|KCNF1|KCNG1|KCNG2|KCNG3|KCNG4|KCNH1|KCNH2|KCNH3|KCNH4|KCNH5|KCNH6|KCNH7|KCNH8|KCNJ13|KCNJ5|KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5|KCNS1|KCNS2|KCNS3|KCNV1|KCNV2,potassium channel blocker,89.8,trt,1727.0,Nc1ccncc1
BR00117011,D03,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K68143200-001-11-7,trt,DMSO,NSC-95397,CDC25A,CDC25A|CDC25B,CDC inhibitor,0.0,trt,262093.0,OCCSC1=C(SCCO)C(=O)c2ccccc2C1=O
BR00117011,D04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K35498378-001-06-1,trt,DMSO,alrestatin,AKR1B1,AKR1B1,aldose reductase inhibitor,96.6,trt,2120.0,OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23
BR00117011,D05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K37764012-001-03-3,trt,DMSO,PF-03758309,PAK4,PAK4,p21 activated kinase inhibitor,93.3,control,25227462.0,CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1
BR00117011,D06,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K98357249-001-02-9,trt,DMSO,IRL-2500,EDNRB,EDNRB,endothelin receptor antagonist,96.2,trt,5311192.0,CN([C@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O)C(=O)c1cc(C)cc(C)c1
BR00117011,D07,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K73319509-001-08-0,trt,DMSO,PF-04217903,MET,MET,c-Met inhibitor,95.5,control,17754438.0,OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1
BR00117011,D08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K58550667-001-08-7,trt,DMSO,FK-866,NAMPT,NAMPT,niacinamide phosphoribosyltransferase inhibitor,93.7,control,6914657.0,O=C(NCCCCC1CCN(CC1)C(=O)c1ccccc1)\C=C\c1cccnc1
BR00117011,D09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K29530284-001-06-2,trt,DMSO,amlexanox,FGF1,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13,histamine receptor modulator,97.9,trt,2161.0,CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O
BR00117011,D10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K37864785-001-01-0,trt,DMSO,GW-311616,ELANE,ELANE,leukocyte elastase inhibitor|elastase inhibitor,96.3,trt,9800961.0,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)\C=C\CN2CCCCC2)N(C1=O)S(C)(=O)=O
BR00117011,D11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K42191735-001-08-7,trt,DMSO,buparlisib,PIK3CG,PIK3CA|PIK3CG,PI3K inhibitor,89.0,control,16654980.0,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
BR00117011,D12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K97181089-003-24-7,trt,DMSO,amiloride,ASIC1,AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,sodium channel blocker,96.7,trt,16231.0,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
BR00117011,D13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K75748943-300-01-3,trt,DMSO,DG-172,PPARD,PPARD,PPAR receptor inverse agonist,81.7,trt,57342889.0,CN1CCN(CC1)c1ccc(cc1)\C=C(/C#N)c1ccccc1Br
BR00117011,D14,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,D15,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,D16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K15179513-001-04-2,trt,DMSO,NVP-ADW742,IGF1R,IGF1R,insulin growth factor receptor inhibitor,93.5,control,,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1
BR00117011,D17,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A72351335-001-04-5,trt,DMSO,misoprostol,PTGIR,PTGER2|PTGER3|PTGER4|PTGIR,prostanoid receptor agonist,61.9,trt,5282381.0,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
BR00117011,D18,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K37385792-003-02-1,trt,DMSO,conivaptan,AVPR1A,AVPR1A|AVPR2,vasopressin receptor antagonist,97.6,trt,151171.0,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc3-c2[nH]1
BR00117011,D19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A72483914-001-03-7,trt,DMSO,spiroxatrine,ADRA2B,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|HTR1A|HTR2B,serotonin receptor antagonist,93.5,trt,5268.0,O=C1NCN(c2ccccc2)C11CCN(CC2COc3ccccc3O2)CC1
BR00117011,D20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K69122748-001-10-1,trt,DMSO,diacerein,IL1B,IL1B,interleukin inhibitor,57.2,trt,26248.0,CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O
BR00117011,D21,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,D22,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,D23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K36927236-001-36-7,trt,DMSO,glyburide,SLCO2B1,ABCA1|ABCB11|ABCC8|ABCC9|CFTR|CPT1A|KCNJ1|KCNJ11|KCNJ5|KCNJ8|SLCO2B1,ATP channel blocker|insulin secretagogue|sulfonylurea,91.8,trt,3488.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
BR00117011,D24,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K31170746-001-01-6,trt,DMSO,ANR-94,ADORA2A,ADORA2A,A1 adenosine receptor antagonist,97.4,trt,11805896.0,CCOc1nc2c(N)ncnc2n1CC
BR00117011,E01,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K57708067-001-01-3,trt,DMSO,TFC-007,HPGDS,HPGDS,prostaglandin inhibitor,95.4,trt,16040067.0,O=C(Nc1ccc(cc1)N1CCC(CC1)C(=O)N1CCOCC1)c1cnc(Oc2ccccc2)nc1
BR00117011,E02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A48180038-003-24-3,trt,DMSO,trihexyphenidyl,CHRM3,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,acetylcholine receptor antagonist,92.1,trt,5572.0,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1
BR00117011,E03,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K64054020-001-02-7,trt,DMSO,epoprostenol,PTGIS,P2RY12|PTGER1|PTGER4|PTGIR|PTGIS,prostacyclin analog,31.9,trt,5282411.0,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC(O)=O
BR00117011,E04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91456750-001-01-9,trt,DMSO,sacubitril,MME,MME,neprilysin inhibitor,98.1,trt,9811834.0,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O
BR00117011,E05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K07881437-001-03-8,trt,DMSO,danusertib,RET,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|SLK,Aurora kinase inhibitor|growth factor receptor inhibitor,91.5,control,11442891.0,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
BR00117011,E06,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K23363278-001-02-1,trt,DMSO,CYT-997,TUBB,TUBB,tubulin polymerization inhibitor,95.5,control,11351021.0,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1
BR00117011,E07,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,E08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K02490038-236-03-8,trt,DMSO,BQ-788,EDNRB,EDNRB,endothelin receptor antagonist,56.0,trt,5311032.0,CCCC[C@@H](NC(=O)[C@@H](Cc1cn(C(=O)OC)c2ccccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)N1[C@@H](C)CCC[C@H]1C)C(O)=O
BR00117011,E09,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K54330070-001-19-6,trt,DMSO,SB-202190,MAPK14,AKT1|ALOX5|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,p38 MAPK inhibitor,94.3,control,,Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1
BR00117011,E10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K25412176-001-01-9,trt,DMSO,GSK2110183,AKT1,AKT1|AKT2|AKT3,AKT inhibitor,65.4,control,46843057.0,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1
BR00117011,E11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K03155172-001-03-0,trt,DMSO,GSK3787,PPARD,PPARD,PPAR receptor antagonist,96.1,trt,2800647.0,FC(F)(F)c1ccc(nc1)S(=O)(=O)CCNC(=O)c1ccc(Cl)cc1
BR00117011,E12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K07442505-001-03-6,trt,DMSO,BAM7,BAX,BAX,BAX activator,95.8,trt,5754137.0,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
BR00117011,E13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K64800655-001-09-0,trt,DMSO,PHA-793887,CDK7,CDK1|CDK2|CDK4|CDK5|CDK7|CDK9,CDK inhibitor,0.0,control,46191454.0,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
BR00117011,E14,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,E15,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K26514105-001-01-7,trt,DMSO,GSK-37647,FFAR4,FFAR4,free fatty acid receptor agonist,97.2,trt,743974.0,COc1ccc(cc1)S(=O)(=O)Nc1c(C)cc(C)cc1C
BR00117011,E16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K21528677-001-04-4,trt,DMSO,desonide,PLA2G1B,NR3C1|PLA2G1B,glucocorticoid receptor agonist,89.1,trt,5311066.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
BR00117011,E17,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,E18,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91188791-001-17-5,trt,DMSO,aloxistatin,CTSG,CTSG,protease inhibitor,78.8,trt,65663.0,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
BR00117011,E19,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K32821942-001-22-1,trt,DMSO,azathioprine,PPAT,HPRT1|IMPDH1|PPAT,dehydrogenase inhibitor,0.0,trt,2265.0,Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O
BR00117011,E20,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K33882852-003-02-8,trt,DMSO,ZK-93423,GABRB2,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,benzodiazepine receptor agonist,94.9,control,121926.0,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
BR00117011,E21,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K64890080-001-02-1,trt,DMSO,BI-2536,PLK1,BRD4|PLK1|PLK2|PLK3,PLK inhibitor,0.0,control,11364421.0,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O
BR00117011,E22,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91535048-001-01-2,trt,DMSO,EI1,EZH2,EZH2,histone lysine methyltransferase inhibitor,94.0,control,72199293.0,CCC(CC)n1ccc2c(cc(cc12)C#N)C(=O)NCc1c(C)cc(C)[nH]c1=O
BR00117011,E23,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K67915505-001-01-2,trt,DMSO,NVP-HSP990,HSP90AB1,HSP90AA1|HSP90AB1,HSP inhibitor,94.4,trt,46216556.0,COc1cccc(n1)-c1cc(F)ccc1[C@H]1Cc2nc(N)nc(C)c2C(=O)N1
BR00117011,E24,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,F01,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,F02,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K12102668-001-25-5,trt,DMSO,nialamide,COMT,COMT|MAOA|MAOB,monoamine oxidase inhibitor,84.9,trt,4472.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
BR00117011,F03,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,F04,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K49223707-001-01-0,trt,DMSO,arundic-acid,S100B,PTGS2|S100B,astrocyte modulating agent,5.6,trt,208925.0,CCCCCC[C@@H](CCC)C(O)=O
BR00117011,F05,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K91822704-003-07-2,trt,DMSO,torcitabine,DCK,DCK|TK2,DNA polymerase inhibitor,0.0,trt,13711.0,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
BR00117011,F06,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,F07,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K68164687-001-01-6,trt,DMSO,epothilone-b,TUBB3,TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA4A|TUBA8|TUBB|TUBB1|TUBB3|TUBB4A|TUBB4B,microtubule stabilizing agent|tubulin polymerization inhibitor,95.1,trt,129010071.0,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
BR00117011,F08,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A00827783-001-24-6,trt,DMSO,dyphylline,PDE7A,ADORA1|ADORA2A|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B,adenosine receptor antagonist|phosphodiesterase inhibitor,97.8,trt,3182.0,Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O
BR00117011,F09,train,2020_11_04_CPJUMP1,compound,U2OS,48,DMSO,negcon,DMSO,,,,,,,,
BR00117011,F10,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K59632282-052-03-1,trt,DMSO,quinidine,KCNK1,KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4,sodium channel blocker,85.7,trt,441074.0,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
BR00117011,F11,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K50055394-001-03-6,trt,DMSO,halopemide,PLD1,PLD1|PLD2,phospholipase inhibitor,96.3,trt,65490.0,Oc1nc2cc(Cl)ccc2n1C1CCN(CCNC(=O)c2ccc(F)cc2)CC1
BR00117011,F12,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A36217750-001-16-3,trt,DMSO,sulfinpyrazone,FPR1,ABCC1|ABCC2|FPR1|SLC22A12,uricosuric blocker,85.2,trt,5342.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c1ccccc1)c1ccccc1
BR00117011,F13,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K93942811-001-01-3,trt,DMSO,ML-323,USP1,USP1,ubiquitin specific protease inhibitor,97.1,control,60167849.0,CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1
BR00117011,F14,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-A08187463-001-12-9,trt,DMSO,racecadotril,MME,MME,enkephalinase inhibitor,98.2,trt,107751.0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
BR00117011,F15,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K84266862-001-03-2,trt,DMSO,BRL-50481,PDE7A,PDE7A|PDE7B,phosphodiesterase inhibitor,95.1,trt,2921148.0,CN(C)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
BR00117011,F16,train,2020_11_04_CPJUMP1,compound,U2OS,48,BRD-K25412176-001-01-9,trt,DMSO,GSK2110183,AKT1,AKT1|AKT2|AKT3,AKT inhibitor,65.4,control,46843057.0,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1
